amount,merchant,description,category
730.82,BookMyShow,Pharmacy order,Entertainment
2255.51,Udemy,Dinner,Education
14378.07,BookMyShow,Tuition fees,Entertainment
2377.49,Amazon,Flight booking,Shopping
8879.18,Paytm,Tuition fees,Rent
4017.66,Unacademy,Recharge,Education
2712.12,RedBus,Streaming subscription,Transport
14957.66,PharmEasy,Tuition fees,Health
14738.26,Hotstar,Movie night,Entertainment
11554.32,Ajio,Lunch,Shopping
7371.19,MakeMyTrip,Movie night,Travel
19035.28,Netflix,Movie night,Entertainment
11603.3,Zomato,Weekend trip,Food
13366.49,Myntra,Streaming subscription,Shopping
11378.7,Swiggy,Tuition fees,Food
15761.22,Uber,Flight booking,Transport
6426.46,Flipkart,Pharmacy order,Shopping
10712.84,Unacademy,Electricity bill,Education
16966.6,Rapido,Lunch,Transport
16093.72,Paytm,Dinner,Rent
9271.8,McDonald's,Recharge,Food
10532.85,BWSSB,Weekend trip,Utilities
19766.96,Byju's,Online purchase,Education
9231.28,Netflix,Monthly bill,Entertainment
14620.47,Unacademy,Dinner,Education
13516.69,SBI,Streaming subscription,Rent
15235.02,Tata,Doctor appointment,Other
13003.46,Myntra,Doctor appointment,Shopping
7309.82,Rapido,Online purchase,Transport
18492.79,Ola,Lunch,Transport
5288.95,Tata,Dinner,Other
18534.36,Amazon,Grocery shopping,Shopping
18478.67,Jio,Grocery shopping,Utilities
5731.59,SBI,Online purchase,Rent
18592.12,Uber,Dinner,Transport
9533.0,Swiggy,Grocery shopping,Food
1985.34,IRCTC,Lunch,Travel
2632.64,Apollo,Doctor appointment,Health
281.45,Goibibo,Grocery shopping,Travel
13984.6,Cleartrip,Grocery shopping,Travel
6860.24,Ajio,Grocery shopping,Shopping
12023.13,Rapido,Tuition fees,Transport
10782.02,Hotstar,Monthly bill,Entertainment
3438.61,Paytm,Cab ride,Rent
7485.42,Hotstar,Doctor appointment,Entertainment
14769.3,Microsoft,Rent payment,Other
6608.6,Apollo,Rent payment,Health
8086.84,Jio,Dinner,Utilities
8010.46,Google,Streaming subscription,Other
2188.08,MedPlus,Pharmacy order,Health
881.24,IRCTC,Recharge,Travel
4943.49,Ajio,Rent payment,Shopping
8562.58,1mg,Recharge,Health
18440.37,MedPlus,Monthly bill,Health
18480.68,SBI,Recharge,Rent
10407.31,BWSSB,Movie night,Utilities
9754.91,Rapido,Movie night,Transport
1745.86,ICICI Bank,Streaming subscription,Rent
18062.88,Coursera,Cab ride,Education
8322.67,Jio,Doctor appointment,Utilities
10700.56,Swiggy,Flight booking,Food
18018.2,Flipkart,Grocery shopping,Shopping
15842.68,MakeMyTrip,Monthly bill,Travel
2351.91,Rapido,Pharmacy order,Transport
3205.89,Cleartrip,Electricity bill,Travel
7583.71,1mg,Online purchase,Health
11168.91,Zomato,Grocery shopping,Food
17617.45,Domino's,Electricity bill,Food
11334.71,Spotify,Grocery shopping,Entertainment
9401.74,Goibibo,Monthly bill,Travel
5508.82,1mg,Streaming subscription,Health
15397.11,Cleartrip,Pharmacy order,Travel
3886.19,Amazon,Lunch,Shopping
10290.18,Airtel,Tuition fees,Utilities
16533.28,KFC,Dinner,Food
17101.93,Goibibo,Monthly bill,Travel
18527.6,Microsoft,Rent payment,Other
5261.31,Apollo,Electricity bill,Health
18466.79,Apollo,Recharge,Health
15392.84,HDFC Bank,Rent payment,Rent
742.64,Byju's,Recharge,Education
19757.67,Ajio,Monthly bill,Shopping
547.72,MakeMyTrip,Lunch,Travel
76.79,BWSSB,Weekend trip,Utilities
5856.57,ICICI Bank,Recharge,Rent
7511.3,PharmEasy,Streaming subscription,Health
19349.07,PharmEasy,Streaming subscription,Health
16881.38,Myntra,Monthly bill,Shopping
3751.85,Google,Dinner,Other
1404.57,IRCTC,Streaming subscription,Travel
12313.49,ICICI Bank,Pharmacy order,Rent
5550.57,Apollo,Flight booking,Health
12643.02,Microsoft,Streaming subscription,Other
16880.86,Unacademy,Online purchase,Education
2096.12,Byju's,Weekend trip,Education
14740.76,BookMyShow,Cab ride,Entertainment
12071.4,Ajio,Doctor appointment,Shopping
818.19,Rapido,Doctor appointment,Transport
1443.13,BWSSB,Online purchase,Utilities
8178.79,Ola,Grocery shopping,Transport
13976.96,McDonald's,Grocery shopping,Food
3475.15,BookMyShow,Dinner,Entertainment
7523.13,Uber,Monthly bill,Transport
2927.84,PharmEasy,Grocery shopping,Health
19622.15,IRCTC,Rent payment,Travel
16123.42,McDonald's,Movie night,Food
2239.24,Zomato,Dinner,Food
19497.37,MedPlus,Doctor appointment,Health
12005.87,ICICI Bank,Flight booking,Rent
9842.52,Microsoft,Movie night,Other
18604.73,Byju's,Recharge,Education
527.58,Netflix,Weekend trip,Entertainment
14528.82,HDFC Bank,Online purchase,Rent
13256.27,BWSSB,Tuition fees,Utilities
13472.74,MakeMyTrip,Doctor appointment,Travel
11741.98,Cleartrip,Electricity bill,Travel
16773.59,IRCTC,Monthly bill,Travel
4356.72,Airtel,Movie night,Utilities
15486.29,SBI,Monthly bill,Rent
15097.47,BookMyShow,Dinner,Entertainment
9281.73,Ola,Lunch,Transport
6356.85,Swiggy,Dinner,Food
18491.94,Swiggy,Pharmacy order,Food
9357.55,Jio,Online purchase,Utilities
19142.33,Paytm,Cab ride,Rent
5493.12,1mg,Grocery shopping,Health
5177.91,Goibibo,Monthly bill,Travel
3016.6,1mg,Monthly bill,Health
17822.12,Udemy,Doctor appointment,Education
13261.16,Byju's,Recharge,Education
19529.68,PharmEasy,Lunch,Health
16028.76,Zomato,Rent payment,Food
1437.84,Flipkart,Grocery shopping,Shopping
3966.96,Goibibo,Doctor appointment,Travel
18277.76,IRCTC,Doctor appointment,Travel
17881.92,Apple,Rent payment,Other
3997.39,Amazon,Flight booking,Shopping
5517.36,Udemy,Streaming subscription,Education
9451.07,Ajio,Grocery shopping,Shopping
8999.97,Coursera,Monthly bill,Education
2726.28,Ola,Lunch,Transport
8519.46,HDFC Bank,Streaming subscription,Rent
3607.94,Coursera,Flight booking,Education
18691.0,IRCTC,Online purchase,Travel
6430.35,Swiggy,Lunch,Food
9395.12,IRCTC,Cab ride,Travel
13212.48,Goibibo,Flight booking,Travel
7870.28,Zomato,Streaming subscription,Food
789.17,Rapido,Grocery shopping,Transport
4238.66,Airtel,Flight booking,Utilities
299.04,Spotify,Dinner,Entertainment
712.77,Coursera,Pharmacy order,Education
5762.58,MakeMyTrip,Recharge,Travel
7685.36,Tata,Doctor appointment,Other
7185.75,1mg,Rent payment,Health
1537.59,Amazon,Online purchase,Shopping
13539.63,Byju's,Doctor appointment,Education
15255.19,Hotstar,Rent payment,Entertainment
18452.64,Rapido,Cab ride,Transport
13964.79,SBI,Streaming subscription,Rent
15517.71,Spotify,Cab ride,Entertainment
4171.91,BWSSB,Doctor appointment,Utilities
19760.07,Paytm,Movie night,Rent
5932.31,Flipkart,Streaming subscription,Shopping
9383.05,BESCOM,Electricity bill,Utilities
8851.33,Ajio,Pharmacy order,Shopping
17404.28,Amazon,Recharge,Shopping
6282.71,Zomato,Doctor appointment,Food
832.89,MakeMyTrip,Electricity bill,Travel
12166.81,Airtel,Rent payment,Utilities
17299.58,Cleartrip,Online purchase,Travel
2096.47,Uber,Weekend trip,Transport
12385.72,Unacademy,Online purchase,Education
7639.45,MakeMyTrip,Streaming subscription,Travel
986.42,Ajio,Lunch,Shopping
740.4,BWSSB,Lunch,Utilities
12325.13,Hotstar,Pharmacy order,Entertainment
4679.71,Udemy,Streaming subscription,Education
19590.33,Domino's,Lunch,Food
5338.39,Cleartrip,Pharmacy order,Travel
16360.78,MakeMyTrip,Movie night,Travel
8097.35,Hotstar,Tuition fees,Entertainment
2923.17,HDFC Bank,Electricity bill,Rent
5965.29,Spotify,Weekend trip,Entertainment
12826.01,KFC,Recharge,Food
803.17,Amazon,Movie night,Shopping
12295.52,MakeMyTrip,Recharge,Travel
7695.25,Apollo,Rent payment,Health
4438.77,Unacademy,Flight booking,Education
3325.66,KFC,Flight booking,Food
4385.95,Unacademy,Cab ride,Education
9904.35,Netflix,Lunch,Entertainment
16014.39,Rapido,Weekend trip,Transport
6709.92,SBI,Doctor appointment,Rent
208.77,Flipkart,Weekend trip,Shopping
8307.77,Google,Doctor appointment,Other
1469.95,PharmEasy,Movie night,Health
16324.4,Apollo,Monthly bill,Health
4695.83,Rapido,Tuition fees,Transport
10025.9,PharmEasy,Cab ride,Health
13194.78,Netflix,Online purchase,Entertainment
14082.71,HDFC Bank,Rent payment,Rent
7649.27,BWSSB,Streaming subscription,Utilities
9181.01,Coursera,Streaming subscription,Education
11946.47,Paytm,Movie night,Rent
8510.39,Goibibo,Lunch,Travel
8481.8,Coursera,Rent payment,Education
7123.13,ICICI Bank,Grocery shopping,Rent
19061.11,Google,Electricity bill,Other
12251.59,1mg,Online purchase,Health
15575.99,BWSSB,Tuition fees,Utilities
7376.79,Jio,Lunch,Utilities
8680.49,Amazon,Pharmacy order,Shopping
18065.94,Coursera,Dinner,Education
12896.77,Myntra,Pharmacy order,Shopping
8434.67,Microsoft,Tuition fees,Other
3105.27,Ola,Movie night,Transport
12405.03,PharmEasy,Movie night,Health
9757.7,Rapido,Flight booking,Transport
6850.72,HDFC Bank,Weekend trip,Rent
12261.07,Tata,Electricity bill,Other
1842.97,Ajio,Tuition fees,Shopping
364.06,Goibibo,Electricity bill,Travel
12166.14,Paytm,Flight booking,Rent
15024.44,Domino's,Pharmacy order,Food
11995.78,RedBus,Electricity bill,Transport
1960.47,Ola,Grocery shopping,Transport
2302.0,BookMyShow,Monthly bill,Entertainment
12515.29,IRCTC,Recharge,Travel
2502.03,HDFC Bank,Tuition fees,Rent
16360.85,PharmEasy,Cab ride,Health
8128.83,Apollo,Recharge,Health
2956.22,BWSSB,Pharmacy order,Utilities
17754.99,Unacademy,Flight booking,Education
13269.88,BWSSB,Monthly bill,Utilities
13736.85,Google,Doctor appointment,Other
6272.66,Uber,Doctor appointment,Transport
8476.84,KFC,Tuition fees,Food
8710.92,PharmEasy,Online purchase,Health
6319.4,Jio,Grocery shopping,Utilities
2031.31,Uber,Online purchase,Transport
10355.85,Uber,Streaming subscription,Transport
1214.34,BESCOM,Rent payment,Utilities
5691.97,Amazon,Monthly bill,Shopping
10124.83,Udemy,Recharge,Education
6650.64,Apple,Cab ride,Other
585.34,SBI,Pharmacy order,Rent
697.86,Flipkart,Online purchase,Shopping
9544.65,Apollo,Rent payment,Health
14133.88,Cleartrip,Pharmacy order,Travel
7670.69,Jio,Monthly bill,Utilities
19414.27,Udemy,Cab ride,Education
8415.09,Coursera,Online purchase,Education
6625.95,Hotstar,Cab ride,Entertainment
5840.7,Spotify,Grocery shopping,Entertainment
3211.66,Rapido,Streaming subscription,Transport
13717.53,Ajio,Recharge,Shopping
11508.02,Apollo,Pharmacy order,Health
19249.58,Jio,Streaming subscription,Utilities
17561.02,Udemy,Recharge,Education
6948.26,Zomato,Lunch,Food
2872.99,Rapido,Tuition fees,Transport
5844.72,BookMyShow,Doctor appointment,Entertainment
10269.3,Domino's,Grocery shopping,Food
4722.36,Hotstar,Doctor appointment,Entertainment
6290.57,Netflix,Pharmacy order,Entertainment
11705.74,KFC,Recharge,Food
3602.85,Paytm,Monthly bill,Rent
5653.02,Hotstar,Streaming subscription,Entertainment
18868.64,Zomato,Rent payment,Food
1578.47,PharmEasy,Streaming subscription,Health
9066.45,Jio,Dinner,Utilities
17670.38,Jio,Cab ride,Utilities
7827.01,Udemy,Doctor appointment,Education
7910.32,Domino's,Electricity bill,Food
13027.62,Google,Streaming subscription,Other
18881.33,Tata,Grocery shopping,Other
10809.86,IRCTC,Movie night,Travel
3582.5,Microsoft,Streaming subscription,Other
12384.65,SBI,Streaming subscription,Rent
18294.85,Apollo,Lunch,Health
17711.1,BWSSB,Rent payment,Utilities
2952.78,1mg,Monthly bill,Health
19962.97,MedPlus,Dinner,Health
2003.47,IRCTC,Streaming subscription,Travel
8971.64,Paytm,Monthly bill,Rent
8132.59,Tata,Tuition fees,Other
19104.43,Goibibo,Cab ride,Travel
4719.81,Paytm,Electricity bill,Rent
10287.16,Domino's,Movie night,Food
4268.02,Amazon,Recharge,Shopping
3371.5,MedPlus,Doctor appointment,Health
3860.29,RedBus,Doctor appointment,Transport
1008.97,SBI,Online purchase,Rent
11654.8,Byju's,Rent payment,Education
9874.55,Microsoft,Tuition fees,Other
11995.19,MakeMyTrip,Online purchase,Travel
19392.91,Domino's,Tuition fees,Food
19646.46,Flipkart,Monthly bill,Shopping
16486.96,PharmEasy,Cab ride,Health
14182.02,PharmEasy,Weekend trip,Health
16785.08,Domino's,Grocery shopping,Food
7652.87,Ajio,Online purchase,Shopping
15601.03,BookMyShow,Flight booking,Entertainment
16599.19,Uber,Movie night,Transport
12677.88,MakeMyTrip,Movie night,Travel
5673.42,KFC,Doctor appointment,Food
1008.75,MedPlus,Doctor appointment,Health
9709.09,MedPlus,Tuition fees,Health
2020.84,Microsoft,Tuition fees,Other
11491.2,Netflix,Grocery shopping,Entertainment
15232.66,Tata,Movie night,Other
1264.14,Amazon,Movie night,Shopping
8722.43,Microsoft,Recharge,Other
18417.2,Apple,Online purchase,Other
13816.92,HDFC Bank,Pharmacy order,Rent
348.01,IRCTC,Rent payment,Travel
8334.98,Spotify,Lunch,Entertainment
5318.44,Unacademy,Online purchase,Education
5275.98,Tata,Lunch,Other
13561.93,Unacademy,Cab ride,Education
15775.57,Microsoft,Weekend trip,Other
8703.16,Jio,Movie night,Utilities
13703.36,ICICI Bank,Movie night,Rent
6283.75,Coursera,Pharmacy order,Education
8256.59,Zomato,Rent payment,Food
11269.9,Tata,Online purchase,Other
5789.03,Uber,Monthly bill,Transport
4423.07,Myntra,Streaming subscription,Shopping
12224.8,Uber,Grocery shopping,Transport
16831.9,Apple,Rent payment,Other
1770.57,Netflix,Grocery shopping,Entertainment
7178.75,Coursera,Dinner,Education
5632.93,IRCTC,Flight booking,Travel
3110.36,Zomato,Streaming subscription,Food
8636.16,McDonald's,Monthly bill,Food
16819.87,SBI,Monthly bill,Rent
418.5,Spotify,Pharmacy order,Entertainment
5431.52,Myntra,Online purchase,Shopping
18080.86,Hotstar,Cab ride,Entertainment
8378.22,1mg,Recharge,Health
11696.31,Hotstar,Recharge,Entertainment
3002.63,Spotify,Pharmacy order,Entertainment
4428.51,Zomato,Online purchase,Food
11754.91,Google,Lunch,Other
10909.22,Tata,Monthly bill,Other
1639.44,Rapido,Recharge,Transport
16923.66,Zomato,Online purchase,Food
2534.26,Ola,Movie night,Transport
14891.67,Apollo,Cab ride,Health
6471.83,Goibibo,Weekend trip,Travel
12635.42,BWSSB,Streaming subscription,Utilities
8408.37,HDFC Bank,Streaming subscription,Rent
2437.3,Goibibo,Rent payment,Travel
1365.79,RedBus,Lunch,Transport
15902.64,Ajio,Cab ride,Shopping
13072.32,McDonald's,Electricity bill,Food
1631.52,Coursera,Movie night,Education
542.68,BookMyShow,Rent payment,Entertainment
15674.56,RedBus,Weekend trip,Transport
8306.8,Hotstar,Lunch,Entertainment
19603.67,HDFC Bank,Weekend trip,Rent
10491.66,Apollo,Movie night,Health
2827.25,Microsoft,Flight booking,Other
14909.43,Hotstar,Dinner,Entertainment
10303.54,Jio,Monthly bill,Utilities
17420.89,MedPlus,Online purchase,Health
7590.84,Paytm,Flight booking,Rent
11943.38,Amazon,Weekend trip,Shopping
157.25,Ola,Lunch,Transport
11393.84,Flipkart,Tuition fees,Shopping
12687.38,Tata,Lunch,Other
7868.68,ICICI Bank,Doctor appointment,Rent
16620.07,Unacademy,Rent payment,Education
11253.64,Hotstar,Recharge,Entertainment
13893.99,Coursera,Electricity bill,Education
12767.23,Udemy,Grocery shopping,Education
4482.65,Hotstar,Movie night,Entertainment
11779.84,Ajio,Cab ride,Shopping
5102.38,Netflix,Lunch,Entertainment
15618.8,1mg,Monthly bill,Health
8742.73,MedPlus,Lunch,Health
11824.55,Rapido,Streaming subscription,Transport
19330.74,Spotify,Weekend trip,Entertainment
10367.69,Airtel,Movie night,Utilities
14117.21,Myntra,Monthly bill,Shopping
9017.31,1mg,Electricity bill,Health
7168.08,Unacademy,Flight booking,Education
7423.9,Paytm,Dinner,Rent
16624.38,MakeMyTrip,Cab ride,Travel
10484.23,Flipkart,Flight booking,Shopping
608.1,Tata,Monthly bill,Other
5323.66,KFC,Dinner,Food
18824.74,Byju's,Electricity bill,Education
9870.49,Jio,Lunch,Utilities
14537.65,Airtel,Lunch,Utilities
6300.3,MakeMyTrip,Tuition fees,Travel
8104.49,Apple,Online purchase,Other
11703.75,Paytm,Rent payment,Rent
16434.84,Airtel,Electricity bill,Utilities
18397.29,Apple,Streaming subscription,Other
18228.74,Amazon,Rent payment,Shopping
14726.18,KFC,Lunch,Food
7310.89,Amazon,Grocery shopping,Shopping
12043.45,BWSSB,Tuition fees,Utilities
13529.17,Apollo,Movie night,Health
2669.36,Netflix,Movie night,Entertainment
940.94,Zomato,Rent payment,Food
15992.67,MakeMyTrip,Recharge,Travel
127.02,McDonald's,Tuition fees,Food
14828.9,BESCOM,Pharmacy order,Utilities
15230.81,Rapido,Electricity bill,Transport
18581.79,Hotstar,Cab ride,Entertainment
18611.34,Microsoft,Cab ride,Other
11072.95,BWSSB,Dinner,Utilities
6783.2,Cleartrip,Dinner,Travel
15238.81,Ajio,Rent payment,Shopping
6411.83,Unacademy,Tuition fees,Education
14305.1,MedPlus,Grocery shopping,Health
1599.27,Coursera,Electricity bill,Education
199.7,BESCOM,Online purchase,Utilities
9516.78,Myntra,Lunch,Shopping
16230.59,1mg,Doctor appointment,Health
6945.39,Spotify,Online purchase,Entertainment
17822.48,Flipkart,Streaming subscription,Shopping
14409.78,HDFC Bank,Lunch,Rent
5264.86,SBI,Weekend trip,Rent
17223.0,Flipkart,Dinner,Shopping
11333.53,Netflix,Electricity bill,Entertainment
11193.77,Uber,Electricity bill,Transport
3538.53,ICICI Bank,Rent payment,Rent
15904.75,Flipkart,Weekend trip,Shopping
8342.21,Tata,Pharmacy order,Other
6574.34,Google,Cab ride,Other
11375.06,Spotify,Monthly bill,Entertainment
5040.46,Tata,Streaming subscription,Other
19431.47,Airtel,Weekend trip,Utilities
3897.01,Coursera,Pharmacy order,Education
13902.57,Rapido,Rent payment,Transport
15261.12,BookMyShow,Tuition fees,Entertainment
18620.37,BESCOM,Electricity bill,Utilities
14469.97,Flipkart,Movie night,Shopping
11392.42,Hotstar,Grocery shopping,Entertainment
10361.94,BWSSB,Tuition fees,Utilities
10115.59,Flipkart,Online purchase,Shopping
9108.09,BWSSB,Tuition fees,Utilities
13358.83,Jio,Lunch,Utilities
15176.06,IRCTC,Grocery shopping,Travel
14666.67,Paytm,Pharmacy order,Rent
11548.52,Rapido,Pharmacy order,Transport
14450.39,Cleartrip,Weekend trip,Travel
7239.35,Google,Movie night,Other
11567.45,Airtel,Pharmacy order,Utilities
14686.25,1mg,Electricity bill,Health
1196.34,Flipkart,Movie night,Shopping
16023.27,PharmEasy,Weekend trip,Health
19618.21,McDonald's,Cab ride,Food
14794.19,1mg,Pharmacy order,Health
4217.95,PharmEasy,Flight booking,Health
13710.64,Myntra,Pharmacy order,Shopping
18077.67,Udemy,Weekend trip,Education
9573.92,Apple,Streaming subscription,Other
4666.89,PharmEasy,Grocery shopping,Health
17637.62,Byju's,Cab ride,Education
17723.37,Goibibo,Electricity bill,Travel
4258.18,Ola,Movie night,Transport
6480.04,Paytm,Doctor appointment,Rent
185.76,Unacademy,Online purchase,Education
189.15,Airtel,Lunch,Utilities
4639.53,Jio,Weekend trip,Utilities
17051.75,Goibibo,Cab ride,Travel
3973.24,Flipkart,Cab ride,Shopping
8910.03,Ola,Lunch,Transport
16390.29,Goibibo,Recharge,Travel
214.44,Apollo,Streaming subscription,Health
5446.21,Unacademy,Rent payment,Education
15899.55,Tata,Rent payment,Other
15339.53,Byju's,Tuition fees,Education
3225.33,Apple,Flight booking,Other
19583.48,Spotify,Dinner,Entertainment
15995.03,Hotstar,Electricity bill,Entertainment
13830.45,HDFC Bank,Rent payment,Rent
13966.9,Cleartrip,Weekend trip,Travel
18866.14,Domino's,Movie night,Food
14953.74,Ola,Flight booking,Transport
15198.37,Ajio,Pharmacy order,Shopping
6834.64,1mg,Dinner,Health
6172.02,1mg,Dinner,Health
3005.73,Netflix,Grocery shopping,Entertainment
8909.61,McDonald's,Doctor appointment,Food
17560.9,HDFC Bank,Doctor appointment,Rent
6165.48,Cleartrip,Dinner,Travel
9905.53,Spotify,Doctor appointment,Entertainment
19659.32,ICICI Bank,Recharge,Rent
8548.73,Hotstar,Recharge,Entertainment
15465.33,HDFC Bank,Pharmacy order,Rent
1358.49,HDFC Bank,Lunch,Rent
11494.99,Netflix,Rent payment,Entertainment
7917.97,1mg,Pharmacy order,Health
17795.86,Airtel,Electricity bill,Utilities
6643.33,SBI,Tuition fees,Rent
19334.6,Rapido,Lunch,Transport
14874.81,RedBus,Doctor appointment,Transport
12716.42,Unacademy,Flight booking,Education
11436.1,Jio,Online purchase,Utilities
8932.31,Spotify,Flight booking,Entertainment
8653.7,PharmEasy,Dinner,Health
10890.21,Uber,Rent payment,Transport
12779.48,Goibibo,Grocery shopping,Travel
8444.06,Zomato,Tuition fees,Food
10717.0,Airtel,Dinner,Utilities
6371.69,ICICI Bank,Recharge,Rent
17367.77,BWSSB,Movie night,Utilities
9842.08,BESCOM,Movie night,Utilities
8932.33,McDonald's,Online purchase,Food
8161.06,Cleartrip,Grocery shopping,Travel
12494.58,HDFC Bank,Recharge,Rent
272.6,Unacademy,Grocery shopping,Education
7179.24,ICICI Bank,Grocery shopping,Rent
6235.42,Spotify,Doctor appointment,Entertainment
13819.46,BESCOM,Tuition fees,Utilities
17190.32,Rapido,Streaming subscription,Transport
11789.29,HDFC Bank,Cab ride,Rent
10485.77,BWSSB,Grocery shopping,Utilities
14872.11,Ajio,Pharmacy order,Shopping
11070.44,Goibibo,Movie night,Travel
8145.68,Goibibo,Cab ride,Travel
11518.64,Udemy,Electricity bill,Education
4746.59,Ola,Weekend trip,Transport
17561.42,Cleartrip,Cab ride,Travel
4393.58,Cleartrip,Online purchase,Travel
11702.12,Spotify,Online purchase,Entertainment
3702.39,Tata,Movie night,Other
15099.99,Airtel,Lunch,Utilities
1617.31,Paytm,Weekend trip,Rent
13319.66,Microsoft,Grocery shopping,Other
12578.41,Byju's,Grocery shopping,Education
17328.95,Microsoft,Lunch,Other
19808.13,Ajio,Dinner,Shopping
7721.56,Coursera,Tuition fees,Education
2564.48,Paytm,Doctor appointment,Rent
9444.41,Tata,Dinner,Other
17446.65,Apple,Rent payment,Other
360.18,Apollo,Streaming subscription,Health
5596.34,Spotify,Recharge,Entertainment
10416.07,Uber,Dinner,Transport
12676.56,RedBus,Monthly bill,Transport
5628.64,KFC,Cab ride,Food
2868.93,Jio,Streaming subscription,Utilities
8945.86,Cleartrip,Electricity bill,Travel
18749.94,SBI,Online purchase,Rent
3616.72,Netflix,Movie night,Entertainment
13193.12,IRCTC,Dinner,Travel
2527.15,Jio,Streaming subscription,Utilities
5301.82,MakeMyTrip,Pharmacy order,Travel
12144.49,Myntra,Streaming subscription,Shopping
18906.25,Coursera,Cab ride,Education
15138.45,Amazon,Streaming subscription,Shopping
2378.67,Apollo,Grocery shopping,Health
10737.63,Hotstar,Grocery shopping,Entertainment
10587.12,Ajio,Online purchase,Shopping
18672.86,PharmEasy,Rent payment,Health
11399.5,Ajio,Streaming subscription,Shopping
7181.14,BWSSB,Tuition fees,Utilities
7709.67,MakeMyTrip,Pharmacy order,Travel
10119.37,Netflix,Tuition fees,Entertainment
5557.74,MakeMyTrip,Grocery shopping,Travel
17415.42,Cleartrip,Online purchase,Travel
2784.78,Tata,Cab ride,Other
3903.94,Rapido,Cab ride,Transport
19632.96,Uber,Doctor appointment,Transport
7147.29,1mg,Online purchase,Health
18675.03,Unacademy,Streaming subscription,Education
3842.52,McDonald's,Pharmacy order,Food
11013.27,Amazon,Flight booking,Shopping
6699.16,Spotify,Monthly bill,Entertainment
19443.4,Apollo,Flight booking,Health
8270.16,McDonald's,Movie night,Food
18743.82,Ola,Weekend trip,Transport
15914.56,Udemy,Cab ride,Education
16690.16,MakeMyTrip,Weekend trip,Travel
11561.76,Netflix,Grocery shopping,Entertainment
7356.53,Google,Doctor appointment,Other
684.73,Udemy,Dinner,Education
2535.56,Zomato,Rent payment,Food
13763.29,HDFC Bank,Grocery shopping,Rent
4436.36,Apollo,Recharge,Health
11028.06,HDFC Bank,Monthly bill,Rent
9386.37,1mg,Online purchase,Health
12364.37,Byju's,Streaming subscription,Education
9791.01,MedPlus,Electricity bill,Health
17039.57,Apple,Pharmacy order,Other
9072.48,Amazon,Dinner,Shopping
11098.41,Cleartrip,Cab ride,Travel
14799.54,Apollo,Online purchase,Health
11202.08,Airtel,Online purchase,Utilities
112.91,Flipkart,Dinner,Shopping
15652.44,Myntra,Cab ride,Shopping
2829.77,Unacademy,Flight booking,Education
8800.54,Netflix,Rent payment,Entertainment
2954.44,Jio,Lunch,Utilities
19098.79,Ola,Rent payment,Transport
7539.78,Coursera,Tuition fees,Education
18695.4,Swiggy,Electricity bill,Food
18276.61,Apple,Electricity bill,Other
3741.69,KFC,Doctor appointment,Food
15308.95,Uber,Electricity bill,Transport
10680.88,McDonald's,Movie night,Food
9991.73,Amazon,Streaming subscription,Shopping
3836.6,Ajio,Flight booking,Shopping
10907.16,ICICI Bank,Grocery shopping,Rent
714.75,MedPlus,Electricity bill,Health
16809.78,Paytm,Recharge,Rent
12253.72,Goibibo,Rent payment,Travel
3044.95,HDFC Bank,Tuition fees,Rent
17173.43,Amazon,Recharge,Shopping
1031.06,Ajio,Doctor appointment,Shopping
17125.15,Domino's,Flight booking,Food
6450.78,Airtel,Doctor appointment,Utilities
12652.7,Swiggy,Flight booking,Food
9167.81,IRCTC,Streaming subscription,Travel
19564.95,Domino's,Recharge,Food
17616.47,Hotstar,Weekend trip,Entertainment
6981.05,IRCTC,Lunch,Travel
1213.08,Goibibo,Online purchase,Travel
6684.51,Udemy,Rent payment,Education
118.66,1mg,Online purchase,Health
7039.6,Rapido,Flight booking,Transport
11456.69,Apple,Doctor appointment,Other
15956.46,BWSSB,Weekend trip,Utilities
259.3,Domino's,Streaming subscription,Food
2269.47,Netflix,Weekend trip,Entertainment
5624.62,Ajio,Recharge,Shopping
18932.62,SBI,Tuition fees,Rent
14900.22,Netflix,Cab ride,Entertainment
2587.7,PharmEasy,Dinner,Health
10849.39,Paytm,Electricity bill,Rent
5730.43,Myntra,Pharmacy order,Shopping
1625.42,Udemy,Lunch,Education
1733.67,Hotstar,Rent payment,Entertainment
12265.9,Uber,Tuition fees,Transport
17150.79,SBI,Dinner,Rent
18043.38,Udemy,Cab ride,Education
10533.43,Rapido,Dinner,Transport
1699.09,Rapido,Cab ride,Transport
12767.88,Jio,Recharge,Utilities
10199.3,Domino's,Flight booking,Food
3692.51,Netflix,Flight booking,Entertainment
16528.26,Tata,Streaming subscription,Other
315.71,Tata,Dinner,Other
6131.61,Amazon,Movie night,Shopping
118.26,BookMyShow,Monthly bill,Entertainment
17508.48,Apple,Electricity bill,Other
16711.94,Unacademy,Cab ride,Education
1872.93,Goibibo,Electricity bill,Travel
12208.02,BookMyShow,Tuition fees,Entertainment
17342.1,Zomato,Rent payment,Food
19051.3,BESCOM,Cab ride,Utilities
3624.42,Netflix,Recharge,Entertainment
18763.83,RedBus,Weekend trip,Transport
4781.11,Unacademy,Monthly bill,Education
4829.77,Flipkart,Grocery shopping,Shopping
6513.5,Netflix,Cab ride,Entertainment
14734.81,SBI,Weekend trip,Rent
19280.11,Udemy,Monthly bill,Education
16675.27,Amazon,Electricity bill,Shopping
11562.1,Uber,Lunch,Transport
1556.74,PharmEasy,Electricity bill,Health
